,x,y
Atlas,10.14244,-43.92036
MBC,-26.312088,32.507324
labrenzia,-7.7977104,21.00567
nutritionally,26.282177,4.31037
interquartile,-13.361188,-34.18218
mites,-13.806746,16.112022
actinobacteria,-30.661005,-4.724017
cutin,2.552132,-1.9496576
territorial,15.915229,-15.332429
systems,18.743555,-33.158516
differed,-10.999829,-39.398006
founders,14.902103,14.347894
pavin,-6.3195696,26.890617
misalignment,23.727547,31.120241
evening,3.8288782,-7.1963315
afforestation,-12.683796,-43.420906
perceives,4.849558,-13.22137
rwg,23.240946,21.984585
rwi,7.269857,18.650055
cem,23.971176,28.955734
Cla,16.251911,51.746887
MBT,-29.166761,15.164252
terrain,-38.634827,-18.87621
rws,4.987927,4.464147
ces,10.817738,-29.272764
cyperaceae,-30.509075,-2.4170177
centimetre,-21.151318,-2.7376716
Drought,-8.818274,-27.776628
Taq,-9.882527,-6.9288974
QUMP,27.259563,20.460455
mahalanobis,12.226195,-3.937374
infer,35.540565,-29.031849
pipetted,-10.165215,-5.210798
predators,-32.099277,-8.006108
radial,-23.199984,-21.952871
lifestyles,15.251935,-15.526428
predatory,-29.047415,-4.7596455
heavy,-43.37369,-5.9171066
loadings,-41.133232,2.9492033
BA,-15.661845,-29.286188
INPOP,-3.048439,0.8741831
phreatic,2.6250677,27.92594
heave,2.159679,12.955069
buffers,-18.277092,23.498346
leave,28.540041,-23.199862
BB,-46.44943,3.0754676
holistically,20.410294,-10.517707
equate,-5.726537,-2.893578
safety,21.974096,-37.56802
jolla,-28.176954,36.51481
planum,-37.1497,-15.094539
Town,23.7795,-0.9405351
None,35.600983,-15.424704
overturns,-9.035692,22.175053
earns,18.636572,28.619936
housed,-9.672134,-9.003139
favored,14.499537,-14.910228
waterbirds,-27.857597,-10.5055275
houses,-23.480057,-5.2708097
vegetational,-5.5156116,14.022197
Stages,-16.070084,-29.248785
loads,-35.853264,-12.160355
unresolved,27.582731,-24.932322
BL,-9.7854395,37.98204
Boston,3.9362073,-17.298496
Accession,31.02597,11.946028
americas,-36.848156,-30.839582
american,-44.9671,-30.859087
uncertainly,7.5590763,8.979475
interwoven,-3.9298284,4.802279
confirming,33.781643,-21.213558
Tavg,0.84545314,11.8706045
gavialoids,-7.5069146,16.30654
pvpot,14.662156,50.997307
TACTS,17.27601,13.171304
moorings,-12.561376,-4.4640527
incubated,-16.3825,-12.208352
visions,22.501575,-15.74009
equating,13.0854025,2.0955544
horse,-35.02862,3.276596
pelagica,6.1021514,13.243721
reflectivity,-17.126444,-22.775763
thermophily,16.366,6.4967604
taklamakan,1.8999965,33.434032
ionospheric,7.929712,26.822086
horst,21.148914,20.139442
gibraltar,-32.45914,10.216973
trails,6.598208,17.577639
metacaspase,-30.683535,-4.7044234
hundred,-5.5490785,-53.114334
DSICE,29.131943,-1.3834261
raws,9.2970085,-14.024532
trapped,-40.214462,-9.6208105
paleoclimates,19.132946,32.970406
tfc,10.363417,31.970602
basal,-38.130497,-19.820602
formalized,20.409824,-24.837864
SSTst,25.292852,46.7397
TFCT,5.749387,43.82839
asce,21.140879,32.873055
classifiers,8.330794,2.9598842
grew,-36.94445,-13.317921
bennettites,-15.832963,21.398178
grey,-17.707054,-35.236515
nevertheless,28.48175,-25.093868
toward,-29.732227,-25.611727
procedural,-16.595135,-10.783581
organo,-20.367964,9.082952
Traditionally,25.78775,2.4670303
contraception,29.651081,-12.697971
footnote,15.642703,31.839043
heaviest,-6.1462097,14.256331
overstate,8.798839,7.784679
randomly,3.648364,-37.459846
hegemonic,23.151157,-2.0322518
multiplier,-9.223341,-9.668667
Penn,34.96868,14.289551
null,0.8121557,-35.485016
organs,-33.490303,-5.430169
cavm,11.536036,7.726755
alcock,0.1973342,29.209488
Price,18.07212,40.782795
cave,-35.358524,-37.158672
Deccan,-12.918184,32.827084
Focusing,12.543803,-38.813847
unconstrained,6.8967957,-29.039457
recursively,4.7131786,-9.065142
paleomonsoon,4.3961425,9.19836
embryological,3.9542575,1.4967895
incompressible,-1.8442482,-8.902562
hires,6.1710315,-10.025572
operationalized,19.01262,-15.598028
Anthropologists,14.673347,10.6271925
Duffing,13.491502,21.09818
Chief,21.128366,3.0795166
aires,0.7794104,9.088309
accreting,-40.509834,-10.319159
physico,-35.817017,-2.6575775
tonga,-2.880176,13.783458
Total,-23.857048,-17.010025
Stakeholders,20.002594,36.752716
Viewer,28.886862,10.986738
soviet,-41.16441,8.548482
Obtaining,20.562164,4.7387567
Nanjing,7.625978,-15.593623
electrons,-22.590815,-23.439468
Tiarei,-5.496695,30.34242
velocity,-26.22619,-24.972973
intercepting,-6.7753105,23.596184
physics,8.603655,-30.74307
tuber,15.021676,25.498924
Viewed,17.436544,36.429157
qbo,-21.949203,-34.663647
stalked,1.3742023,24.951979
brachiopod,-32.82512,1.4867771
phenomenon,26.81955,-24.502459
BIOME,-13.103497,35.033886
adsorb,-23.691439,-3.6026826
CRUNCEPv,24.559046,25.230268
glacierized,-42.022923,14.8793335
chemoautotrophy,-5.6292768,22.828156
justice,24.80413,-30.316265
French,-39.82468,-32.264065
BW,8.81836,25.544147
ymg,3.729254,18.084013
rotterdam,3.0625048,-11.29784
Zonally,32.35018,36.178493
hydrolysed,-8.73801,24.668144
financing,21.158163,-36.160694
feels,-0.25920838,-7.7498183
Eaton,-16.184849,2.634062
competing,22.848475,-28.900087
boils,10.420763,26.161526
HAWK,0.6005003,-18.128092
RFNC,37.02136,19.397827
Maxima,-0.8544315,36.518787
unburned,-20.421783,24.11639
stb,-27.716904,9.412582
adhering,-11.491249,-4.676419
collaborations,22.743969,-24.401962
interim,8.614325,-48.096226
Stott,34.97479,6.442176
hplc,-8.185037,-8.604631
stn,5.554077,8.451885
bitterfeld,-18.131516,15.840502
risky,22.946281,-12.583842
modis,-7.6050763,-24.166386
locale,13.965341,22.348036
Kipp,9.019278,15.100104
Dates,-25.49298,8.999337
France,-42.036594,-32.2928
culture,13.803745,-41.94398
Gibbs,26.15568,21.934473
mediators,26.315811,1.8850539
close,2.5559065,-38.938812
peroxyacetyl,-19.432913,10.691479
allozymes,-11.124786,18.753208
Pamplona,2.2856097,30.13037
pictures,-6.0545526,-10.361915
MATopt,12.035516,20.712296
pictured,0.18605329,17.425917
stagnation,-24.82002,-15.057561
dammam,7.564922,25.387093
Butterworth,1.0312957,-4.942133
missing,4.84705,-36.947186
rotavirus,5.921408,6.756276
scalability,23.456255,19.860313
spray,-45.015366,-24.560402
ranked,-5.2032275,-35.51364
wastage,-41.22428,-21.96848
bivariate,-0.01247909,-33.793064
abruptly,-25.295012,-38.75674
substation,18.850119,-36.399582
collaborators,10.619282,-8.877335
lcca,15.916192,-6.5966463
histosols,-18.522121,13.497554
minorities,25.703203,-9.989616
Fluvial,-15.170867,4.1622586
characterised,-4.8170457,-40.57917
forgotten,4.815397,-4.323467
experimental,-18.01184,-12.776109
brewer,-5.281578,-28.856247
expendable,-2.2741284,-17.250296
Mr,8.797054,-19.771584
proton,-22.611181,-23.691113
unfolded,6.775132,7.6011086
modelThe,4.827346,-27.84707
gme,-23.909185,16.292183
SUNCORR,-1.4633703,52.664635
fagaceae,3.186384,6.1970873
ponding,-23.057613,5.557099
implosion,-5.570911,26.220755
tortonian,-18.469734,-47.172855
paleolacustrine,5.3215504,6.93074
Protection,14.75147,-43.98552
Portal,31.638996,8.326836
threaten,-6.7518516,-43.650303
empty,-22.648767,-3.088363
Webb,-2.5774906,-14.398803
lived,-16.820301,-41.497433
atmospherically,-19.534119,7.1568766
dusts,-37.739086,-1.7922163
modelling,9.827718,-40.658024
N,-51.1588,-6.903839
lives,28.518711,-34.08115
Mastersizer,-4.550582,-7.0582557
BY,33.608917,2.4224193
cointegration,17.743845,7.7019463
intriguing,25.287508,-24.94054
practicality,18.849405,34.385536
dusty,-1.2853429,-14.2211075
Supplement,20.98636,38.1717
smart,18.753307,-20.136812
ML,-14.339374,-11.134399
gmt,-14.960712,-36.957222
guide,29.936474,-32.43001
pack,-42.729187,-20.82594
LEDs,27.976294,-4.6477995
costly,21.68804,-34.789345
dhws,45.034325,6.5528708
Displayed,18.136473,36.856754
troilite,-40.20581,-2.0131893
quadrat,45.3979,2.6134365
Lockyer,6.407666,-10.862335
communal,-3.3530874,22.886986
glycogen,-27.70277,34.532436
MCWD,39.33133,18.549181
accomplished,-4.883247,-39.644302
ccmval,32.41855,17.215591
LLPS,-11.19358,35.717808
GEOCARBSULFvolc,30.043903,21.401014
vulnerable,-27.311674,-14.992557
grand,-1.775824,-26.102537
throughput,-11.334738,-11.69699
composition,-45.811455,-7.854574
LLPC,-3.4739976,29.431175
paradoxa,-9.910331,-15.280591
Faith,31.519358,34.47162
fatty,-39.325573,-5.3230367
ratings,25.664972,-16.994864
tuvalu,-41.839252,10.852252
Chalung,7.6651425,22.462288
inhomogeneities,8.2816,-8.814347
wrongful,23.160952,-10.783273
calcification,-34.558464,-5.160496
Users,28.212076,-6.2454576
calibrates,-5.4199986,18.36216
saprolith,-21.751568,-6.7458553
VSLS,-43.65511,2.30877
consistence,21.32214,21.226654
windowing,22.561794,18.335167
GCOS,26.186947,28.707716
laborovaya,7.090652,-12.06609
calibrated,6.989972,-36.35508
MACBC,16.724447,27.185678
consistency,18.263184,-30.888752
speculative,27.209993,-24.759417
Living,-12.866434,23.849585
hypolimnion,-29.745258,4.3665366
exploits,27.894672,-7.2477636
transference,15.370746,22.45755
settlements,5.7001715,-44.41181
technicians,1.2185555,-6.2913504
reviewed,23.897863,-43.233967
DOI,22.021606,42.35937
Reconstruction,-2.11754,-24.984476
reviewer,8.473221,9.646358
HiSeq,23.589468,28.353851
INTCAL,21.604044,41.43309
PIK,29.56771,15.081172
disseminate,19.388529,-12.975499
informal,24.963814,-33.00474
PIA,0.28503144,-17.197824
PIC,-33.466133,25.244686
PIE,19.286581,34.271935
representational,18.632433,15.76542
questioned,25.646194,-26.102072
Berkeley,12.967869,-43.620644
PIP,-15.468008,45.46614
PIS,-8.066589,31.29023
potentiostat,4.1840334,4.970483
rufa,-16.019714,13.432819
capacities,19.743412,-35.268116
displaced,-30.0625,-25.5386
tCO,-21.113546,-16.738726
tCK,-19.527802,27.625229
Antigua,7.960521,24.933401
extrapolating,-2.359855,-37.597145
ponds,-34.30078,-17.223785
Zuber,18.98294,2.5015008
excluding,-19.90053,-14.042745
eez,-11.122904,-19.02999
envisioned,17.204203,-6.6673365
With,3.8311324,-42.41226
Keynesian,23.175375,19.832457
stagnate,5.425214,5.0327134
Biomass,-14.243219,-19.768915
eer,-20.125862,-5.282067
eem,2.1601462,47.054153
eei,36.788925,38.62285
preanthesis,8.79715,37.32266
vesta,-19.217741,-8.358993
popular,25.154976,-28.557
Leakage,19.435366,41.343517
terminology,30.797411,-18.127913
bioincubations,-6.4929843,21.984842
MWR,22.62173,15.527986
sketch,2.2620313,-19.13124
MWP,-20.81753,-42.959904
caspian,-38.28204,18.630291
cones,-21.787773,3.2483275
MWT,-11.419706,31.44325
Pattern,10.714463,39.72231
lips,-6.378927,16.0347
economic,19.448257,-44.87506
MWF,15.005403,38.5541
Laos,0.40843576,-2.528128
llghgs,28.515352,43.094677
AML,25.960926,14.594377
AMO,-23.81834,-34.799885
AME,36.598385,15.639353
subsolar,13.583491,14.534411
confounds,22.484095,10.497163
AMP,-16.14828,-19.395092
AMS,-14.429518,-16.97755
MWh,20.0482,21.329685
AMT,-8.668698,-29.643557
Southport,34.05309,-14.602599
radiometer,-7.983623,-22.654087
Economics,29.477772,0.4758935
undergone,12.235518,-22.004232
assists,29.06139,4.6059027
viewpoints,20.62237,-10.114997
negatives,37.01522,-15.048726
Homeric,24.57114,42.729885
Strategies,17.864937,-20.348864
Taylor,-33.782646,-39.640392
anusplin,22.237436,19.86614
interpolar,13.644091,42.50226
papua,-39.58437,-30.076406
Distant,15.664912,34.522926
geosciences,6.758123,-16.937616
silence,20.396088,8.325001
eaten,-27.979609,-5.642511
advects,-3.1375945,0.9552813
cambisol,8.842995,30.499186
neotoma,-11.110905,31.252893
diametrically,6.59384,20.55105
reworked,-24.628126,4.182987
Boulder,11.975275,-45.435787
robust,17.086185,-29.276434
institut,2.612905,-23.543789
Norman,20.295246,-1.208331
Normal,7.7143517,-15.589928
Cancun,31.722876,-1.6917932
placing,19.683298,-17.842754
spawning,-23.372494,-10.466844
Nacional,2.732939,-13.390151
leduc,12.495276,24.008604
inorganics,1.995637,16.619476
PARASOUND,30.846899,10.702763
MEMS,-11.299822,-18.51379
injection,-40.989628,-7.447351
drifters,2.6914024,31.10126
munic,7.394081,-6.681535
Mosaic,-7.199194,34.52687
preindustrial,-14.21049,-46.93621
desalination,25.096592,0.37857544
similar,2.1233501,-44.448437
ordered,-5.3841367,-35.449833
Tx,44.01137,-0.49638146
interventions,24.410595,-34.732327
Tw,11.404881,15.336576
Tt,-29.278294,28.694149
Tu,6.445513,3.5246487
Tr,0.24184506,-23.693209
accessibility,-28.994198,2.8942077
Tp,-0.74988693,37.79712
reopening,-3.9751472,11.97103
To,35.45302,-30.217665
Tl,-29.087605,26.875463
Edward,8.94811,-0.93613446
Tj,7.6141586,42.050755
Th,-48.2311,-7.1678457
Ti,-47.853043,-7.2547984
Tf,-29.513313,28.445108
Tg,-26.840092,-45.740467
Td,47.52833,10.70903
evocative,-0.97689945,17.888079
Tb,-47.644703,-3.5939972
Tc,7.6255918,42.303444
Deltaproteobacteria,-30.381012,-2.9630458
ancestors,-29.268993,-0.030710958
TZ,-25.00302,10.674947
TX,11.535991,27.217403
TV,5.8827157,17.453041
dashed,-17.756422,-34.735325
TT,11.295008,41.45812
TU,2.9765031,-17.064653
fears,21.567924,24.862099
baroclinity,13.449587,38.295815
TP,-38.407486,-28.45142
TQ,23.923391,25.127518
TN,-48.698162,-5.256625
application,18.66777,-32.70124
arabica,10.2963915,32.880447
TM,-4.5595245,-21.177914
TJ,22.82841,22.932833
TK,20.798943,-16.172358
TH,-3.6490278,-30.304928
TI,-17.134998,-29.888563
department,11.762993,-47.134796
aprons,-38.01329,-16.696646
TD,-48.444294,2.7375138
TE,8.4132805,43.469246
TB,-20.281061,29.701185
manhattan,12.906377,26.587587
dashes,-17.120504,-32.515827
TA,-28.9675,26.819874
testate,-31.556967,-4.0119314
Hydrology,6.656235,37.5661
outgroup,-14.646613,15.316367
excitation,-21.190159,-21.28175
Stanford,9.274577,-16.90359
Median,-3.850414,-30.273336
assayed,-1.3536168,-1.3852297
graphically,37.852543,10.214606
Hydrological,32.33219,27.538969
Yangtze,-37.59954,-23.660336
shrub,-31.635271,-13.704032
correlated,-2.6484282,-42.690327
dvi,24.209213,30.090374
complicating,24.592943,-12.154097
svd,-6.478312,49.312954
resolving,18.454878,-25.57969
orbit,-22.995537,-19.96059
kilauea,-4.336052,11.478977
phonon,25.341318,29.746054
RRMT,-18.367933,27.659546
correlates,3.2645981,-42.36441
utilises,14.34474,9.324482
conductivities,-9.373681,-1.5574841
Apparently,-7.85061,16.441803
Miocene,-21.45887,-46.993008
CEOBE,24.600973,34.726246
Bengal,-39.08549,-26.641518
eruptive,-41.05972,-12.642151
hyper,-33.669216,4.5915236
Inconsistencies,20.150263,38.13567
MOSES,3.203265,-27.677063
Mortality,7.2994113,34.409348
compact,-37.592358,-12.2014265
Non,0.17754966,-35.277863
icies,29.954725,14.369949
alamos,7.687763,-16.898418
qilian,-37.006092,6.8927603
uninformative,25.515406,1.1429615
concessional,17.267572,-8.401865
Not,37.092216,-21.610332
discretion,29.484333,-4.9389167
Nov,13.286147,27.610666
Now,33.72884,-25.915693
bioturbated,-38.83864,-13.600482
friendly,22.571833,-33.799736
Nor,35.372234,-17.106653
Nos,-10.450779,46.586464
Stress,22.02845,43.303944
exhumational,2.7522006,30.802235
acreage,-13.453955,-21.268553
wavy,-2.2591722,-7.7321
Risks,20.782127,-13.8995905
telling,12.112549,-14.108948
Ndep,16.986292,28.091824
Overflow,-29.747541,5.8771305
Acquisition,19.153862,36.289085
sugarbeet,-3.1354127,-12.096731
mauritania,14.974669,-13.878184
positions,-39.12083,-25.558363
Lapland,0.3052755,29.607237
endosymbiotic,-1.6963985,-1.5323569
watered,-18.630945,-11.41641
ryan,15.173563,8.571016
Uranus,-1.3907772,-14.06996
sedentary,-28.26871,-7.515175
enforce,21.765501,-16.362282
Index,-8.788139,-27.950617
sacculifer,-30.959364,21.697588
Gridded,-0.88548124,-22.556143
abortion,22.911772,-12.205471
vaisala,33.391945,15.582912
indexthe,12.558019,11.767956
jump,9.795027,-22.754223
Camera,-7.361234,-20.290283
notwithstanding,29.870405,-10.374541
niya,0.56076545,32.146194
unilateral,23.680042,-11.878946
Stellar,-2.3126938,-15.409838
dunn,37.428535,-0.3218592
Grid,4.4641204,-21.810152
precisions,-9.403688,32.005856
chlorites,-5.970692,20.266434
RACMO,2.265028,-26.660872
Grim,45.869587,-8.936772
Publisher,-7.521132,-48.07961
fifteenth,-16.026005,-49.209633
Comparative,17.853104,7.663821
pancake,-2.0324128,27.096693
Published,-25.948914,8.390522
stellar,-21.112494,-21.22665
Pseudovelia,-17.42502,18.256958
Avoided,26.25616,30.096529
lyell,11.295979,-2.1819117
rsample,-27.92891,39.51083
Back,2.8125727,43.88181
gene,-32.93895,-7.1712184
patents,24.87892,-0.5841076
frictional,-24.275938,-23.844414
hilltops,-2.520873,8.055895
Blake,-2.859739,15.696475
Extratropical,18.818668,35.86234
foresee,23.84868,-4.114236
clark,27.809145,7.3012433
manage,30.843937,-31.81325
clara,29.60965,17.642124
sketching,18.920486,33.162838
buildup,13.129314,33.205067
Adaptive,17.666649,-20.527304
biophysical,-8.047917,-41.666992
glacigenic,-1.2650087,19.12395
GtCO,-26.551397,-45.911274
destriping,10.135981,3.813045
camera,-8.395751,-21.064371
GAEZ,23.170033,41.844975
microbiota,-27.54696,-3.6584606
historically,13.049911,-22.592438
surveyed,-35.9266,-12.449184
altitudinal,-29.143839,-23.234358
isam,29.49931,17.404572
formally,32.00714,-17.69743
allyl,-22.04372,9.399372
monocarboxylic,-0.9323611,26.184792
consumerism,24.444513,5.8764415
visibility,-3.931494,-17.606321
chlorotype,-0.28444216,-0.48195195
Actinobacteria,-30.69991,-4.717928
appointed,18.905355,-10.472871
boards,27.245872,-2.929728
dicationic,-21.68886,9.891602
arand,2.1942258,-2.1183004
lapse,-26.366632,-23.634031
averaged,-25.487776,-28.137793
dwax,-8.462478,33.898235
recession,-41.074005,-22.022701
slason,6.214219,41.25271
VIII,2.2582572,1.8864015
meet,32.002125,-31.834826
perturbs,-1.3924543,1.0673676
averages,-7.5739055,-28.079576
undercount,-5.4193835,16.777761
unveiled,-1.5551459,-9.878186
links,16.612284,-27.409796
prioritise,12.475069,19.828465
ecohydrology,20.378786,1.1807072
VNIR,0.28210995,8.263904
Encourage,17.925016,-8.763324
Cauchy,19.705906,37.60127
pulling,8.90333,-2.791369
intuitions,24.256626,-19.206572
Deeper,18.585466,42.990578
cratering,-27.99136,7.845831
paleotemperatures,0.43577552,26.627571
paleobiology,2.9858565,-9.806058
narr,-1.134456,-24.115753
sentiments,26.683695,-12.924125
volant,-16.218348,20.143105
nard,-15.734992,37.697617
Penman,7.5041494,-30.333918
filament,-13.136037,-8.468896
fare,35.036915,-12.214832
ultrasonically,-14.07134,-10.353482
farm,17.959385,-44.210625
thunderstorm,-25.776543,-31.303232
Roman,-14.153158,-26.33231
aliquots,-14.871288,-12.746354
pgco,10.741822,5.330856
heterotrophic,-35.34358,-6.530637
Crystal,13.278859,39.387012
computations,2.3174598,-27.812414
sigmoid,13.390536,-4.1970286
including,-16.509277,-16.838995
treed,-3.5322862,31.581406
carnivores,-11.943696,19.177923
RAF,-1.7426577,50.23774
RAD,-18.095554,-15.421086
Multiple,3.4415586,-32.698177
Adamawa,-14.85229,2.7168462
thence,10.015427,-1.1627419
temporal,-10.554243,-33.59496
RAI,-49.411602,1.7741195
FGM,18.291447,38.869316
RAS,4.2495985,-15.874032
turfs,-7.687294,18.816282
popularly,7.5127296,-1.7570906
articulation,26.221884,17.326881
factorial,1.624535,-28.70931
mesothelioma,10.767068,11.426883
Two,-3.7234747,-51.313725
exhibiting,-21.129745,-29.036554
instrumented,-1.7522026,-3.714982
subtraction,-5.151675,43.65953
employed,36.41891,-28.034735
Venus,-22.804302,-19.195587
kilometres,-5.487076,-53.261536
microbiome,-16.613436,16.586946
footwall,13.360103,33.336067
university,12.086484,-48.096912
Integral,19.563913,35.687176
prioritarianism,19.698483,-8.829215
slide,-19.230469,0.5248627
raised,28.400005,-29.926355
prevailing,-27.258709,-27.46441
Statistics,1.06347,-38.408302
Ideally,29.591776,-6.971832
OCN,22.555574,37.29139
NEEWAI,2.4098482,43.1011
OCE,-29.958242,19.558485
operationalization,15.732634,-7.4569316
mollusc,-32.111553,1.0418848
CEs,17.746405,35.003853
Biomedical,3.3049958,-14.650271
mollusk,13.102687,0.7298311
Breeding,-5.9847817,-13.280652
transitions,-22.546385,-42.565334
special,25.29896,-42.162624
STA,-5.2959847,33.3961
maximizes,-1.3431987,-12.046598
CEC,-1.7272693,-2.353804
CEM,18.88004,15.200744
CET,-2.0177393,40.155067
CES,10.838423,-29.261806
STM,24.506008,14.895131
calib,1.8422146,-9.185332
orbitally,-5.2963676,-42.0561
cause,-28.742409,-34.048794
undated,-6.100677,5.392082
delegates,12.763919,-15.67885
precipitable,-19.795109,-12.572861
Hangzhou,20.995955,3.7888546
Ontong,-34.59151,9.585989
Corrections,13.825434,9.601058
delegated,23.734234,-6.8859367
evidential,28.550253,-16.677305
Drawing,13.349517,-11.89496
resumed,-28.407158,6.5326614
STT,13.999163,49.556725
icefield,0.8361858,34.75092
gramineous,-18.50991,14.361174
determining,16.212307,-33.299133
timer,-4.2313237,-2.2733893
times,-8.346257,-51.054775
CHIMERE,36.791904,16.720352
isotropic,-15.138639,-5.3963866
resumes,5.484978,20.399546
timed,14.363506,-2.0863597
Lmin,22.386253,27.458261
sargasso,-38.65073,19.29424
fertiliser,-18.392538,12.786502
rcp,1.5058801,-51.375645
sL,-2.3969102,-31.020607
confuse,16.902662,-0.997062
unsupported,8.805043,1.7364541
randomized,-10.097251,-12.5753765
Theoretical,4.1047626,-22.92411
Pioneering,25.020708,31.40644
thermoregulation,-13.127642,9.079792
Coccolithophores,19.743216,31.061586
Newtonian,23.142824,18.12836
pedogenesis,-17.527502,6.3163586
Fram,-32.37599,10.0018015
sccnp,11.172962,-29.66686
datawe,-0.92432594,-21.173508
lifetimes,-42.47197,-3.8387291
wrapped,-11.623743,-7.278358
paragenesis,0.13298094,32.60608
mariana,-30.412634,-12.311681
outboard,-2.5485737,17.850912
innovate,18.282104,-7.1089764
chemicals,-40.16911,-5.055917
glacio,-37.390186,17.9509
bythe,-1.0594584,2.8817947
November,-9.535494,-54.02434
characterizations,26.78421,18.882635
conscious,20.727396,-10.134203
submitted,27.393938,-18.58354
Macmillan,2.614743,-0.91344637
succinctly,14.304301,-2.3581116
insignificance,15.140792,36.756252
sq,-13.846332,-30.032383
enforced,12.655909,-18.911942
Probe,-2.7446408,-15.658762
julian,-22.330065,-34.475445
Xizang,-5.427655,11.313611
Other,31.903439,-37.967663
globigerinoides,-30.977936,21.664429
brien,1.6349976,6.653556
PATH,17.726934,24.777231
Neither,35.38507,-17.126654
sk,-30.775272,19.74992
mappings,12.891697,21.221365
zonations,-6.588156,5.142217
regressive,-2.870108,-34.08586
Pyrosequencing,15.961992,32.548016
battles,11.435442,9.83915
relatives,18.65771,-12.7604885
Transpiration,-20.808023,32.998783
mstmip,-7.1895595,44.153374
grounding,-38.656216,-20.052141
minigrid,7.1527042,-0.7616263
mountaintop,-16.60923,18.19214
TWINSPAN,-7.388726,1.6695865
blades,7.3389077,36.938217
Pueblo,-23.172148,36.333305
fossilization,15.3158865,11.725725
geoneutrinos,5.128853,-14.683051
imperilled,8.453992,7.2321014
counterbalance,13.063311,44.830006
intrinsic,17.55602,-29.265772
gallery,-9.413229,10.748414
AABW,-32.843254,-22.3236
calving,-39.867138,-21.401884
subtracted,-6.3468676,-28.596941
landscaping,14.471161,30.810658
url,4.870249,-24.415142
brahmaputra,-35.1768,14.670324
overrepresented,15.989652,11.424201
cims,-8.346797,-1.9703887
langano,3.1549873,8.232105
elysium,-34.043842,10.708618
indc,17.04884,-21.361229
indo,-34.41413,-29.479488
underpins,13.017136,-14.713628
familiarity,20.878271,-9.930075
vsmow,-50.078995,7.420164
halting,24.418785,-3.0174804
phytoplanktonic,-14.179543,15.21363
Wetter,6.058174,32.268932
DEPs,10.451931,38.021263
lowlands,-41.402485,-27.70702
vario,-23.551985,11.807206
unfinished,2.2855504,-0.69771826
Millennial,-33.20443,15.295014
nitrous,-41.738003,-5.1084065
brighten,1.6593617,27.436317
receptors,16.0329,6.320358
gelatinous,-4.969525,23.869804
brighter,0.68115777,-41.715233
destabilisation,-2.0103927,14.421533
Part,11.713055,-17.224783
CUI,2.7856588,38.84894
inherited,-25.915184,2.710687
Robust,23.175358,30.20113
mortality,-25.618216,-13.081703
sonoran,-5.065457,13.919112
maritime,-42.270733,-28.13043
Paran,-2.0493376,20.567205
kopp,18.680616,19.025381
years,-6.008391,-53.130806
tobacco,13.974434,-14.017487
expansions,-30.08028,-23.89452
tuned,0.66199905,-28.468964
Austrian,-24.841625,16.90541
grams,-29.936947,31.347713
Impup,9.862722,22.720387
embryonic,-5.6721873,-12.7058525
cryosphere,-43.188393,-22.172771
multiplying,-4.031126,-38.409325
faroe,-4.412208,9.90445
flip,-6.327468,3.1492062
officials,26.155628,-34.135723
outputted,7.92945,3.0478852
operated,13.561193,-44.298428
rifts,-33.667156,15.096436
conductivity,-16.996725,-20.281166
naysayer,42.524357,13.276148
Wisconsin,7.335244,-16.616058
MIRCA,36.357403,16.89809
southward,-29.868965,-28.358786
tend,-10.265712,-43.905537
quartiles,-13.3999815,-34.175858
tens,-5.4830556,-53.283474
ventersdorp,-2.4810765,30.02468
Elevations,-2.1771762,16.572117
kej,-24.958233,-27.816145
kei,41.919453,27.892134
Chenopod,9.68442,36.38822
kee,7.183446,47.153046
Fennoscandian,-31.014557,7.9433675
merra,-5.8063264,-25.043568
interfere,4.0903397,-40.888462
Projecting,33.59483,17.539953
summarization,10.246687,18.208315
key,17.088669,-32.992268
kev,-19.207232,-16.937943
datafor,32.379444,10.804741
Cosmogenic,-1.3044136,19.814802
hits,-0.9179101,-7.2039485
internationally,26.77312,-36.10361
limits,-27.482996,-42.56777
strains,-31.18203,-5.921192
Quebec,-38.49513,8.983122
refraction,-14.241156,-4.548775
keV,-19.208752,-16.934114
estimation,10.902974,-32.212944
endms,21.096754,50.318863
diplomats,22.812101,-8.718178
tuesday,5.8978057,-2.5562057
Artificial,-9.154852,7.2710524
Trouing,-15.705989,19.564102
Filled,-2.3704646,-8.004099
erased,-13.539729,11.737637
geometries,-27.959244,3.95845
cent,-3.9460816,-53.93005
Tranquilo,-2.6510158,18.268627
immense,-22.826921,3.8121648
Bolivian,-34.725452,8.682627
erases,11.3661,9.338546
hydrolase,-11.184187,8.263384
shoulders,-20.132444,1.0960157
controlled,-5.261324,-41.387512
retrospective,9.729635,-34.585606
replenishment,-0.18095438,-10.064008
controller,7.3467484,19.920723
colluvial,-36.121056,-15.280564
smoking,19.995676,-7.181653
falciparum,1.3495796,-32.575024
Consequently,-28.188839,-19.491222
debtor,36.781433,-4.248468
dynamism,-3.9394336,8.969327
Kamchatka,-34.45244,11.659132
Hanau,4.3636394,-11.54373
EMICs,34.568676,16.595495
Hare,7.69485,29.524057
piloting,10.733823,8.081704
periods,-22.0084,-42.767857
comets,-23.8665,-19.25263
examines,29.598658,-17.248125
ekin,13.012537,13.231315
apron,-22.947336,-0.33333558
taupo,5.3956532,31.487534
aml,25.987062,14.733193
equilibrate,-17.73017,-7.5035105
